Height,2013/04/07 17:28:38,2013/04/07 17:29:38,2013/04/07 17:30:38,2013/04/07 17:31:38,2013/04/07 17:32:37,2013/04/07 17:33:38,2013/04/07 17:34:38,2013/04/07 17:35:38,2013/04/07 17:36:38,2013/04/07 17:37:38,2013/04/07 17:38:38,2013/04/07 17:39:37,2013/04/07 17:40:37,2013/04/07 17:41:38,2013/04/07 17:42:38,2013/04/07 17:43:38,2013/04/07 17:44:38,2013/04/07 17:45:38,2013/04/07 17:46:37,2013/04/07 17:47:38,2013/04/07 17:48:38,2013/04/07 17:49:38,2013/04/07 17:50:38,2013/04/07 17:51:38,2013/04/07 17:52:38,2013/04/07 17:53:38,2013/04/07 18:40:38,2013/04/07 18:41:38,2013/04/07 18:42:38,2013/04/07 18:43:37,2013/04/07 18:44:38,2013/04/07 18:45:38,2013/04/07 18:46:38,2013/04/07 18:47:37,2013/04/07 18:48:38,2013/04/07 18:49:38,2013/04/07 18:50:37,2013/04/07 18:51:38,2013/04/07 18:52:38,2013/04/07 18:53:38,2013/04/07 18:54:38,2013/04/07 18:55:37,2013/04/07 18:56:38,2013/04/07 18:57:38,2013/04/07 18:58:38,2013/04/07 18:59:38,2013/04/07 19:00:38,2013/04/07 19:01:38,2013/04/07 19:02:38,2013/04/07 19:03:38,2013/04/07 19:04:38,2013/04/07 19:05:38,2013/04/07 19:53:38,2013/04/07 19:54:38,2013/04/07 19:55:38,2013/04/07 19:56:38,2013/04/07 19:57:38,2013/04/07 19:58:38,2013/04/07 19:59:38,2013/04/07 20:00:38,2013/04/07 20:01:38,2013/04/07 20:02:38,2013/04/07 20:03:38,2013/04/07 20:04:38,2013/04/07 20:05:38,2013/04/07 20:06:38,2013/04/07 20:07:38,2013/04/07 20:08:38,2013/04/07 20:09:38,2013/04/07 20:10:38,2013/04/07 20:11:38,2013/04/07 20:12:38,2013/04/07 20:13:38,2013/04/07 20:14:38,2013/04/07 20:15:38,2013/04/07 20:16:38,2013/04/07 20:17:38,2013/04/07 20:18:38,2013/04/07 21:07:38,2013/04/07 21:08:38,2013/04/07 21:09:38,2013/04/07 21:10:38,2013/04/07 21:11:38,2013/04/07 21:12:38,2013/04/07 21:13:37,2013/04/07 21:14:38,2013/04/07 21:15:38,2013/04/07 21:16:38,2013/04/07 21:17:38,2013/04/07 21:18:38,2013/04/07 21:19:38,2013/04/07 21:20:38,2013/04/07 21:21:38,2013/04/07 21:22:37,2013/04/07 21:23:38,2013/04/07 21:24:38,2013/04/07 21:25:38,2013/04/07 21:26:38,2013/04/07 21:27:38,2013/04/07 21:28:38,2013/04/07 21:29:38,2013/04/07 21:30:38,2013/04/07 21:31:38,2013/04/07 21:32:38,2013/04/07 22:19:38,2013/04/07 22:20:38,2013/04/07 22:21:37,2013/04/07 22:22:38,2013/04/07 22:23:38,2013/04/07 22:24:38,2013/04/07 22:25:38,2013/04/07 22:26:38,2013/04/07 22:27:38,2013/04/07 22:28:38,2013/04/07 22:29:38,2013/04/07 22:30:38,2013/04/07 22:31:38,2013/04/07 22:32:38,2013/04/07 22:33:38,2013/04/07 22:34:38,2013/04/07 22:35:38,2013/04/07 22:36:38,2013/04/07 22:37:38,2013/04/07 22:38:38,2013/04/07 22:39:38,2013/04/07 22:40:38,2013/04/07 22:41:37,2013/04/07 22:42:38,2013/04/07 22:43:38
600.0,27.39148611111114,29.776524752475236,30.79529565217395,29.1029565217392,26.563060869565206,21.037758620689655,17.307982905982904,15.752145299145308,14.871487179487204,17.297000000000022,19.875750000000007,19.41550000000002,21.23349999999998,21.350239316239286,21.305376068376045,20.25443589743589,22.256179487179477,21.030749999999998,20.022000000000016,23.380000000000038,23.34225000000002,23.947749999999967,25.99574999999995,24.950913461538452,23.477293333333307,24.624239130434756,22.479728813559348,20.91711363636367,18.94533333333336,17.002500000000026,14.655499999999995,15.710500000000003,16.083000000000006,15.871750000000002,17.80299999999998,19.32835042735044,20.585512820512818,23.07703418803421,22.915999999999986,20.88875000000004,23.720749999999967,24.881250000000023,23.055500000000055,22.531749999999967,21.772499999999983,23.181250000000052,25.556250000000077,29.148000000000053,29.5625,29.43605128205128,31.661159090909074,31.35944067796609,40.64542253521123,41.08667999999995,41.984749999999984,40.97200000000004,41.28500000000003,41.75650000000004,42.6015,43.72824999999995,42.83400000000004,43.58849999999995,43.235615384615386,44.343852173913014,47.81527826086957,47.73433043478262,47.45492982456146,45.03099999999994,44.58800000000005,44.154170940170935,44.58892307692306,47.98142735042745,47.23164102564093,48.13975000000003,50.56525000000012,51.11644761904764,53.78843421052631,57.026212765957496,58.360402985074515,54.79026041666668,54.83149572649561,50.67524999999991,49.60150000000001,53.208250000000035,53.34200000000012,56.28100000000007,56.280239316239275,55.06645299145299,55.20302564102559,54.660205128205014,56.38199999999989,56.64424999999999,55.221750000000036,54.78850000000017,53.97349999999996,55.07899999999986,56.79721739130433,56.59623478260868,54.93645689655169,51.95556521739131,50.29883620689656,53.12775229357797,55.137658227848064,58.21307843137251,57.148574074074,58.79403614457832,59.11328571428573,60.27425000000009,59.74899999999997,60.607999999999976,59.4512499999999,57.78750000000004,59.09200000000022,57.49988034188033,61.104307692307664,63.788666666666785,62.42913675213679,60.38505217391306,57.8363304347826,56.69812931034473,59.654629310344795,62.66541880341882,62.44234188034195,63.82550000000014,61.83450000000001,61.56700000000002,63.5685,62.84100000000003,63.97324731182801
700.0,30.742944444444433,33.419000000000025,34.509173913043426,32.904339130434764,30.603504347826064,25.217034482758642,21.763487179487235,20.372230769230804,19.6928376068376,22.030500000000035,24.74749999999999,24.29875000000003,25.819750000000045,25.79688034188034,25.488042735042722,24.00135897435898,26.082666666666693,24.671000000000056,23.48875000000006,27.029250000000015,27.038750000000057,27.714250000000007,29.792749999999998,28.71977884615384,26.988586666666674,28.117434782608715,28.034932203389843,26.390522727272756,24.53687179487177,22.59000000000007,20.308250000000022,21.409499999999994,21.314250000000005,20.62900000000003,22.486376068376085,23.74081196581194,24.965504273504305,27.510564102564064,27.035249999999998,25.03474999999999,28.032249999999983,29.14999999999995,27.150749999999924,26.469999999999985,25.56500000000005,26.960250000000016,29.438750000000002,33.09649999999996,33.39000000000001,33.13711965811963,35.36917045454544,34.85413559322038,43.964478873239464,44.32655000000004,45.1105,44.02750000000001,44.32050000000007,44.83849999999999,45.758249999999926,46.89474999999996,45.789249999999875,46.37875000000002,45.71923931623928,46.66069565217395,50.22391304347819,50.026713043478225,49.605596491227985,46.91449999999996,46.34099999999996,45.85407692307683,46.36641025641024,49.947042735042714,49.08125641025646,50.06899999999992,52.79874999999993,53.50746666666671,56.51296052631583,60.06697872340426,60.21611940298508,56.49048958333328,56.59085470085475,52.3094999999999,51.29974999999995,55.14950000000002,55.24699999999994,58.31849999999994,58.353341880341844,57.07164102564099,57.105102564102495,56.5293162393163,58.22199999999998,58.50825,57.1740000000001,56.60900000000006,55.68149999999996,56.82599999999998,58.49402608695641,58.2242,56.50742241379325,53.16600869565224,51.34891379310335,54.282908256880695,56.36654430379753,59.6576666666667,57.08024074074078,58.781024096385586,59.055482142857265,60.290750000000045,59.755500000000026,60.665499999999966,59.539999999999985,57.749000000000116,59.25524999999995,57.55450427350414,61.300957264957184,63.8346153846154,62.35016239316248,60.167278260869544,57.346713043478346,56.39691379310355,59.40191379310334,62.58429914529907,62.50547863247868,63.8650000000001,61.81425000000009,61.5290000000001,63.248500000000014,62.47574999999994,63.53413978494629
800.0,35.11637499999998,37.93156435643558,39.129895652173865,37.66804347826086,35.570965217391326,30.529327586206858,27.25158119658118,26.11488034188032,25.821410256410214,28.282499999999985,31.273000000000017,30.967749999999956,32.107999999999954,31.841136752136794,31.202888888888857,29.20858119658114,31.280222222222253,29.603999999999957,28.135249999999914,31.759499999999925,31.91125000000002,32.65150000000004,34.87749999999997,33.87086538461533,31.900360000000006,33.00826086956521,34.588338983050804,32.618534090909016,30.956726495726496,29.000500000000113,26.90199999999998,28.15674999999999,27.71700000000006,26.627500000000047,28.357982905982933,29.355384615384605,30.49282905982908,33.11274358974367,32.404000000000046,30.558250000000054,33.61850000000003,34.59249999999999,32.52924999999995,31.7535,30.690249999999992,31.90174999999996,34.356750000000005,38.07424999999998,38.28125000000001,37.95981196581201,40.08400000000006,39.123559322033906,48.18380281690137,48.347709999999914,49.03850000000001,47.89725000000004,47.959249999999976,48.54849999999992,49.39350000000015,50.48950000000013,49.37074999999991,49.83250000000008,49.007059829059735,49.740486956521686,53.23158260869553,52.92519130434786,52.293008771929806,49.524249999999924,48.88225000000005,48.33665811965817,48.97614529914522,52.50869230769233,51.46221367521359,52.60400000000006,55.599750000000036,56.53255238095232,59.952473684210524,63.61602127659578,62.230552238805906,58.514458333333316,58.72285470085466,54.58199999999992,53.724000000000004,57.60675000000006,57.56450000000002,60.46475000000008,60.56370940170945,59.37619658119652,59.26317094017089,58.796692307692204,60.35374999999985,60.60724999999998,59.45575000000002,58.71275000000002,57.662250000000085,58.87550000000003,60.40180000000004,60.034634782608705,58.52869827586193,54.874826086956375,53.06317241379303,55.947825688073465,57.873075949367205,61.199078431372605,57.07170370370372,58.729349397590305,58.95141964285722,60.36175,59.98600000000005,60.981499999999954,60.03899999999992,58.15149999999988,59.718749999999865,57.96558119658114,61.58017094017084,63.712786324786215,62.19908547008541,59.936147826086845,57.01521739130433,56.374224137931,59.21172413793104,62.46477777777776,62.5490512820513,63.809750000000115,61.720000000000006,61.461249999999936,62.72050000000013,61.91149999999996,62.89430107526872
900.0,39.460388888888914,42.36515841584167,43.66969565217399,42.386634782608766,40.43127826086957,35.666413793103466,32.49653846153841,31.651820512820425,31.59877777777776,34.354,37.69524999999997,37.30950000000007,38.18675000000003,37.540820512820645,36.54688888888894,34.1079145299145,36.24970085470079,34.31125000000001,32.54575000000005,36.390999999999984,36.585499999999975,37.475250000000045,39.822000000000045,38.83757692307694,36.71615999999998,37.72936956521734,41.12591525423728,38.82538636363635,37.27788034188033,35.53825,33.27025000000008,34.58149999999998,33.862,32.228500000000075,33.831923076923125,34.68407692307695,35.53523931623929,38.14945299145294,37.29575,35.43275000000008,38.69250000000007,39.750499999999995,37.62074999999995,36.81174999999995,35.53749999999997,36.42150000000001,38.83075000000004,42.54825000000007,42.80575,42.47857264957265,44.5848863636363,43.392881355932175,52.10538028169006,52.07540000000003,52.57150000000002,51.43549999999998,51.38724999999987,52.0259999999999,52.90849999999994,54.01199999999985,52.78574999999989,53.07724999999996,51.95754700854692,52.458147826087036,55.966391304347894,55.59443478260859,54.84379824561393,52.02224999999992,51.23125000000013,50.63421367521379,51.43208547008536,54.914316239316136,53.74093162393163,55.08225000000013,58.26950000000011,59.339161904761895,63.12601315789467,66.83308510638291,63.85871641791046,60.19725000000009,60.48076923076929,56.377500000000026,55.59499999999991,59.478749999999934,59.33150000000006,62.32199999999998,62.60750427350434,61.5714358974359,61.293581196581144,60.86254700854702,62.213250000000066,62.42925000000013,61.55875000000006,60.631999999999955,59.53975000000007,60.77075000000009,62.21169565217391,61.78980869565215,60.417499999999926,56.43559130434774,54.480689655172405,57.29441284403675,59.06988607594934,62.49625490196076,57.00962962962959,58.779807228915644,58.95074999999988,60.49799999999988,60.10425000000001,61.05349999999997,60.20950000000003,58.241500000000144,60.02349999999997,58.38118803418801,61.8958888888888,63.72388034188041,62.11995726495742,59.66115652173903,56.679452173912956,56.302551724137864,58.98280172413788,62.25280341880341,62.50116239316227,63.64825000000003,61.666750000000164,61.41100000000003,62.33299999999986,61.63699999999992,62.496462365591384
1000.0,43.19216666666663,46.023207920792046,47.407599999999974,46.292486956521756,44.392356521739146,39.9522672413793,36.787965811965805,36.17747863247868,36.33264102564107,39.37625000000005,42.993500000000054,42.63824999999999,43.34400000000004,42.43417094017097,41.23277777777773,38.436880341880304,40.62997435897437,38.44325000000003,36.47300000000006,40.43025000000011,40.63700000000003,41.65724999999999,44.16224999999998,43.216528846153935,41.043666666666624,42.01621739130437,46.40055932203387,43.813772727272685,42.341273504273396,40.734250000000024,38.509000000000036,39.89725000000003,39.157499999999956,37.18225000000002,38.604675213675186,39.34603418803415,39.986760683760565,42.66988034188028,41.77175000000005,39.957749999999976,43.23625000000002,44.26374999999991,42.086250000000085,41.25975000000004,39.82074999999996,40.450249999999926,42.87599999999989,46.57349999999998,46.84750000000006,46.47904273504267,48.42765909090913,47.00452542372884,55.53370422535208,55.29946999999989,55.714249999999964,54.56924999999994,54.28149999999997,54.90150000000004,55.72924999999994,56.745500000000035,55.53524999999998,55.760249999999964,54.55212820512823,54.90989565217397,58.30012173913049,57.87571304347825,56.951552631578835,54.19599999999997,53.356750000000076,52.72988034188044,53.604837606837776,57.00081196581207,55.70647008547017,57.22400000000001,60.576499999999996,61.72424761904771,65.82593421052646,69.49285106382976,65.0363582089552,61.54235416666673,61.93001709401721,58.081499999999984,57.37725000000006,61.11850000000011,60.80074999999996,63.63825000000002,64.06579487179489,63.22677777777772,62.88695726495726,62.56423931623921,63.7965,63.91025000000011,63.215750000000135,62.17975000000017,60.97599999999996,62.259750000000025,63.58160869565213,63.076252173912835,61.937206896551544,57.82149565217375,55.886293103448324,58.588091743119215,60.15648101265818,63.510705882353,57.195666666666696,58.96443373493971,59.11165178571434,60.80300000000006,60.47250000000002,61.45425000000013,60.75075000000007,58.78075000000002,60.64475000000005,59.05697435897441,62.34587179487189,63.848666666666766,62.165427350427336,59.61849565217397,56.65948695652171,56.45112931034477,58.92262931034484,62.11882905982903,62.51020512820497,63.6232499999998,61.70549999999999,61.517749999999964,62.13624999999992,61.400250000000014,62.20807526881718
1250.0,52.371666666666705,55.23816831683161,57.13679130434787,56.52804347826092,54.51317391304347,50.44155172413804,46.566880341880335,46.413452991453084,47.33723931623929,51.97024999999994,57.07499999999996,56.77949999999993,56.9982499999999,54.84072649572638,52.647136752136596,48.86796581196589,51.48713675213672,48.701000000000015,46.12199999999991,50.97974999999992,51.18749999999996,52.514500000000055,55.56249999999995,54.4201346153845,51.93817333333326,52.84673913043478,59.7073898305085,55.83576136363633,54.71721367521373,53.61074999999988,51.06749999999993,53.071250000000084,51.89700000000013,48.82475000000004,50.04676923076917,50.56207692307684,50.5120085470085,53.27246153846141,52.192499999999974,50.31675000000006,54.11549999999999,55.30850000000012,53.14700000000015,52.1835,50.10199999999987,49.84999999999993,51.92524999999996,56.051249999999925,56.64324999999994,56.53894017094018,58.58078409090915,56.31032203389837,64.35753521126765,63.37486000000004,63.56975000000004,62.28300000000001,61.318250000000035,62.233249999999984,62.71849999999996,63.62650000000008,62.4670000000001,62.38675000000002,61.067752136752105,61.10290434782593,64.6091304347824,64.08612173913049,62.73484210526322,59.90225000000005,58.72799999999992,57.858991452991404,59.05468376068388,62.313589743589745,60.61647008546998,62.96100000000001,66.97500000000001,68.59880952380954,73.95343421052627,77.60153191489357,68.08316417910449,64.80551041666672,65.58374358974353,62.087749999999936,61.772999999999975,65.52425000000005,65.02574999999999,67.76199999999984,68.49419658119658,68.02895726495737,67.30023931623936,67.11805982905985,68.00199999999988,68.00399999999986,67.75075000000005,66.55850000000004,65.13324999999983,66.64200000000008,67.61984347826099,66.83179999999993,66.22083620689656,61.29826956521754,59.33067241379305,61.974779816513866,63.03608860759503,66.59707843137254,57.628888888888916,59.423433734939806,59.527669642857184,61.588499999999925,61.47899999999997,62.56025,62.09099999999995,59.97149999999989,62.08149999999988,60.63020512820509,63.50566666666672,64.33402564102575,62.47926495726513,59.50125217391299,56.575782608695526,56.842991379310256,58.92424137931039,62.22029914529933,62.94009401709418,63.97049999999996,62.12025000000006,61.95174999999992,61.80399999999983,60.983250000000055,61.61876344086034
1500.0,61.09811111111114,63.88408910891102,66.14039130434786,66.09827826086939,63.71094782608692,60.01405172413806,55.32588888888887,55.56978632478629,57.00764102564115,63.04750000000018,69.58575000000005,69.37999999999988,69.40874999999994,65.87580341880351,62.57277777777769,58.08521367521367,60.97108547008553,58.093749999999986,55.26124999999991,61.11650000000003,61.3420000000001,62.90899999999997,66.32549999999993,64.92301923076914,62.35517333333333,63.08343478260874,70.42162711864401,65.6449886363635,65.1170427350427,64.98775000000015,61.98825000000008,64.77075000000004,63.04149999999988,59.13599999999992,60.41728205128193,60.758837606837645,59.855623931623946,62.36201709401703,61.07275000000004,58.876749999999966,63.25399999999991,64.75024999999985,63.2899999999999,62.33349999999991,59.7255,58.38349999999999,59.471749999999986,63.972749999999905,65.2557499999998,65.9378547008546,68.30690909090903,65.59266101694907,71.83209859154925,70.07641000000004,69.90550000000019,68.67250000000007,67.37625000000008,68.66200000000015,68.61225000000006,69.45149999999997,68.35550000000006,67.915,66.95710256410254,66.72368695652179,70.42156521739133,69.9795043478261,68.45797368421061,65.65475000000015,64.01274999999997,63.003034188034,64.55193162393164,67.42169230769231,65.46976923076916,68.83849999999978,73.09249999999996,75.19472380952371,81.67115789473671,84.70329787234046,70.1853432835821,67.4903541666667,68.6193589743589,65.54499999999999,65.75274999999993,69.41499999999981,68.99275000000002,71.67275000000016,72.7766837606839,72.69736752136758,71.56240170940157,71.33139316239298,71.71475,71.49400000000009,71.65425000000002,70.62074999999999,69.2752499999999,71.01550000000003,71.56655652173909,70.61888695652159,70.3111379310345,64.60529565217384,62.58750000000005,65.02839449541283,65.51537974683539,69.28899999999999,58.23440740740744,60.01060240963864,60.15337500000004,62.40225000000008,62.47825000000006,63.384750000000174,63.00375,60.9839999999998,63.441499999999934,62.68220512820515,65.08077777777783,65.1536495726497,63.266170940171115,59.77083478260869,57.102582608695585,58.02085344827586,59.520353448275834,62.75776923076913,63.828538461538294,64.50874999999992,62.98849999999993,62.69900000000003,61.74300000000011,61.075250000000146,61.32143010752697
1750.0,65.50995833333337,67.96291089108911,70.06073043478246,70.37191304347814,67.52007826086962,64.42743103448294,59.59368376068378,60.343470085469946,62.0187777777778,68.63300000000002,75.83150000000002,75.67525000000005,75.69024999999989,71.47519658119651,67.64942735042739,62.61259829059824,65.42609401709404,62.33099999999986,59.27199999999993,65.51775000000002,65.90649999999994,67.71049999999993,71.59350000000006,70.19650000000001,67.67523999999986,68.4079565217392,73.79176271186448,68.90270454545464,68.73844444444447,69.48649999999994,66.55449999999993,69.81025000000005,68.1420000000001,63.899999999999935,65.24083760683762,65.463170940171,64.04861538461536,66.63110256410249,65.20899999999989,62.85799999999984,67.3579999999999,68.91624999999999,68.20774999999998,67.35099999999996,64.54099999999994,62.580500000000086,63.165500000000016,67.61550000000001,69.24900000000012,70.22965811965808,72.27239772727262,69.53332203389834,75.11069014084508,72.80585999999988,72.46324999999985,71.46124999999995,69.84224999999991,71.09274999999988,70.48975000000007,71.07500000000014,69.99075000000006,69.424,69.28061538461547,68.82586086956528,72.42892173913036,72.19439999999986,70.21909649122806,67.77699999999993,65.92349999999992,64.92388034188022,66.82201709401713,69.24909401709412,67.17472649572657,71.19000000000017,75.1975000000001,77.47096190476186,84.56144736842103,86.78793617021282,69.75179104477607,67.71128125000006,69.0205384615386,66.63550000000008,67.13050000000003,70.39549999999998,69.66499999999992,71.83375,73.33156410256417,73.83249572649582,72.62738461538466,72.61350427350423,72.73474999999996,71.99824999999993,72.42249999999996,71.49849999999999,70.08675000000005,72.06625000000007,72.27488695652175,71.21550434782611,71.25418103448266,65.28426956521733,63.48014655172429,65.46805504587165,65.28199999999993,68.75729411764698,56.98701851851855,58.77173493975906,59.008982142857185,61.56800000000007,61.835249999999995,62.58849999999997,62.31925000000002,60.50274999999996,63.074999999999996,62.9972478632479,64.73848717948728,64.1944273504275,62.24870085470087,58.440765217391224,56.339652173913024,57.55471551724136,58.42871551724137,61.362264957265026,62.54209401709418,62.98675000000011,61.71150000000011,61.464500000000065,60.05524999999994,59.51825000000002,59.671258064516195
2000.0,68.02101388888889,70.26463366336634,72.02892173913052,72.62985217391306,69.33646086956512,66.96455172413796,62.25216239316239,63.399273504273566,65.42332478632484,71.84225000000005,79.51775000000006,79.76425000000006,79.58575000000008,75.17423076923075,70.85917948717935,65.18930769230762,67.88952991453006,64.61100000000019,61.568250000000106,68.02199999999993,68.61900000000007,70.55875000000019,74.90900000000002,73.45705769230763,70.87646666666656,71.80223913043481,74.42677966101688,69.81453409090891,70.24865811965795,71.68624999999992,69.54549999999983,73.4904999999999,71.59475000000012,67.18974999999996,68.71365811965818,68.5575042735043,67.09238461538469,70.01345299145298,68.08699999999996,65.77025000000012,70.17599999999999,71.30374999999994,71.56925000000005,70.6352500000001,67.74200000000015,65.76400000000004,65.95024999999988,70.363,72.05500000000016,73.10429059829075,74.52637500000013,71.72338983050851,77.2346760563379,74.39334999999988,74.04749999999987,73.22899999999987,71.1657499999999,72.2685,70.86524999999996,70.95799999999984,69.80624999999998,69.13225000000006,70.44481196581195,69.81956521739127,73.19415652173912,73.1270782608696,70.24545614035094,68.00774999999994,66.04875000000015,65.15248717948735,67.35797435897435,69.60064102564091,67.45117094017087,71.88099999999991,75.55124999999995,78.0604666666667,85.64376315789474,87.31142553191489,68.41174626865671,66.98327083333332,68.54285470085465,67.11000000000007,68.00800000000005,71.07799999999986,69.88624999999996,71.07450000000006,72.70558119658118,73.58921367521368,72.57520512820508,72.83769230769227,73.15724999999995,71.69374999999997,71.99900000000007,71.43175000000004,69.64175,71.98799999999999,71.66672173913052,70.39702608695669,70.49609482758618,64.44793043478266,63.16743965517252,64.75918348623853,64.10191139240497,67.08578431372547,54.776203703703715,56.33898795180717,56.80014285714278,59.64249999999994,60.24200000000002,61.059250000000034,60.734000000000144,59.22275000000004,61.707,62.0021367521367,63.25929914529902,62.379136752136745,60.29411111111117,56.44541739130421,54.93993913043478,56.07726724137927,56.509267241379206,59.21224786324791,60.24707692307686,60.683250000000015,59.266250000000085,59.11024999999996,57.5085000000001,56.64374999999994,57.014032258064404
2250.0,72.6163055555556,74.41737623762383,75.91654782608698,76.79739130434777,73.36101739130423,71.784275862069,67.25960683760674,68.80528205128192,70.81148717948709,77.04900000000002,84.75775,85.1287499999999,84.99449999999985,80.48882051282054,76.11403418803422,70.0711282051282,72.56958974358979,69.16825000000014,66.17750000000014,72.60000000000012,73.18975000000003,75.31049999999988,79.8069999999999,78.45402884615383,76.14061333333336,77.01856521739123,78.5470677966101,74.20759090909083,74.87692307692305,76.92850000000003,75.18449999999993,79.28925000000002,77.67650000000006,73.10200000000002,74.42554700854699,74.04854700854698,72.23741025641014,75.25241880341869,73.26300000000002,70.97899999999993,75.136,76.0560000000001,76.83575000000003,75.96024999999995,73.02424999999991,70.8045,70.83549999999998,74.8857499999999,76.68850000000009,77.72595726495723,78.55573863636366,75.95838983050852,80.50187323943656,77.43980000000002,76.92950000000008,76.38275000000009,74.12499999999984,74.95349999999988,73.32424999999999,73.09025000000011,71.94949999999996,71.24400000000001,73.12696581196587,72.33072173913041,75.22113913043475,75.21811304347831,71.98136842105261,70.11800000000011,68.17524999999995,67.45882051282044,69.71363247863252,71.5986324786325,69.48113675213673,74.00499999999992,77.21449999999992,79.62077142857139,87.14351315789469,88.1063829787234,68.91020895522384,68.12744791666675,69.67700854700877,68.96750000000017,69.94700000000013,72.51700000000007,70.94600000000004,71.50375000000003,73.33911965811961,74.58141025641032,73.79345299145294,74.2220085470085,74.53425000000006,72.53074999999986,72.89099999999986,72.38824999999994,70.44999999999999,72.8325000000001,72.22595652173915,70.95525217391302,71.14278448275863,65.3884173913044,64.32440517241386,65.40371559633029,64.36234177215195,66.80072549019606,53.93964814814814,55.396060240963905,55.98484821428577,58.93024999999999,59.66399999999998,60.40600000000004,60.1677499999999,59.00875000000001,61.45525000000004,62.15611111111111,62.981743589743566,61.74341880341881,59.65269230769221,55.8556956521738,54.69670434782613,55.825025862069104,55.77127586206914,58.06924786324801,59.070367521367515,59.29599999999985,58.00999999999998,57.90525000000013,56.14775000000014,55.23125000000005,55.58362365591394
