Height,2013/05/14 20:11:39,2013/05/14 20:12:39,2013/05/14 20:13:39,2013/05/14 20:14:39,2013/05/14 20:15:39,2013/05/14 20:16:39,2013/05/14 20:17:38,2013/05/14 20:18:39,2013/05/14 20:19:38,2013/05/14 20:20:39,2013/05/14 20:21:39,2013/05/14 20:22:39,2013/05/14 20:23:39,2013/05/14 20:24:39,2013/05/14 20:25:39,2013/05/14 20:26:39,2013/05/14 20:27:39,2013/05/14 20:28:39,2013/05/14 20:29:39,2013/05/14 20:30:39,2013/05/14 20:31:38,2013/05/14 20:32:38,2013/05/14 20:33:39,2013/05/14 20:34:39,2013/05/14 20:35:39,2013/05/14 20:36:39,2013/05/14 20:52:39,2013/05/14 20:53:38,2013/05/14 20:54:39,2013/05/14 20:55:39,2013/05/14 20:56:39,2013/05/14 20:57:39,2013/05/14 20:58:39,2013/05/14 20:59:39,2013/05/14 21:00:39,2013/05/14 21:01:39,2013/05/14 21:02:39,2013/05/14 21:03:39,2013/05/14 21:04:39,2013/05/14 21:05:39,2013/05/14 21:06:39,2013/05/14 21:07:39,2013/05/14 21:08:39,2013/05/14 21:09:39,2013/05/14 21:10:39,2013/05/14 21:11:39,2013/05/14 21:12:39,2013/05/14 21:13:39,2013/05/14 21:14:39,2013/05/14 21:15:39,2013/05/14 21:16:39,2013/05/14 21:17:39,2013/05/14 21:36:39,2013/05/14 21:37:39,2013/05/14 21:38:39,2013/05/14 21:39:39,2013/05/14 21:40:39,2013/05/14 21:41:39,2013/05/14 21:42:39,2013/05/14 21:43:39,2013/05/14 21:44:39,2013/05/14 21:45:39,2013/05/14 21:46:39,2013/05/14 21:47:39,2013/05/14 21:48:39,2013/05/14 21:49:39,2013/05/14 21:50:39,2013/05/14 21:51:39,2013/05/14 21:52:39,2013/05/14 21:53:39,2013/05/14 21:54:39,2013/05/14 21:55:39,2013/05/14 21:56:39,2013/05/14 21:57:39,2013/05/14 21:58:39,2013/05/14 21:59:39,2013/05/14 22:00:39,2013/05/14 22:01:39,2013/05/14 22:19:39,2013/05/14 22:20:38,2013/05/14 22:21:39,2013/05/14 22:22:39,2013/05/14 22:23:38,2013/05/14 22:24:38,2013/05/14 22:25:39,2013/05/14 22:26:39,2013/05/14 22:27:39,2013/05/14 22:28:39,2013/05/14 22:29:39,2013/05/14 22:30:39,2013/05/14 22:31:39,2013/05/14 22:32:39,2013/05/14 22:33:39,2013/05/14 22:34:39,2013/05/14 22:35:39,2013/05/14 22:36:39,2013/05/14 22:37:39,2013/05/14 22:38:39,2013/05/14 22:39:39,2013/05/14 22:40:39,2013/05/14 22:41:39,2013/05/14 22:42:39,2013/05/14 22:43:39,2013/05/14 22:44:39,2013/05/14 23:01:39,2013/05/14 23:02:39,2013/05/14 23:03:39,2013/05/14 23:04:38,2013/05/14 23:05:39,2013/05/14 23:06:39,2013/05/14 23:07:39,2013/05/14 23:08:39,2013/05/14 23:09:38,2013/05/14 23:10:38,2013/05/14 23:11:39,2013/05/14 23:12:38,2013/05/14 23:13:39,2013/05/14 23:14:39,2013/05/14 23:15:39,2013/05/14 23:16:39,2013/05/14 23:17:39,2013/05/14 23:18:38,2013/05/14 23:19:39,2013/05/14 23:20:39,2013/05/14 23:21:39,2013/05/14 23:22:39,2013/05/14 23:23:39,2013/05/14 23:24:39,2013/05/14 23:25:39,2013/05/14 23:41:39,2013/05/14 23:42:38,2013/05/14 23:43:39,2013/05/14 23:44:39,2013/05/14 23:45:39,2013/05/14 23:46:38,2013/05/14 23:47:39,2013/05/14 23:48:39,2013/05/14 23:49:38,2013/05/14 23:50:39,2013/05/14 23:51:39,2013/05/14 23:52:39,2013/05/14 23:53:39,2013/05/14 23:54:39,2013/05/14 23:55:38,2013/05/14 23:56:39,2013/05/14 23:57:39,2013/05/14 23:58:39,2013/05/14 23:59:39
600.0,31.244999999999994,30.09148235294118,29.00066086956518,26.550780701754423,24.063591304347838,24.458999999999943,25.046877192982503,25.026499999999956,28.19874999999994,24.201313043478258,23.401508771929795,24.949447368421026,24.64571052631578,26.741477876106224,27.170756521739182,26.386243478260894,25.67233913043484,28.410324786324793,29.18826086956516,32.51418260869556,30.47258260869567,29.257104347826093,29.103250000000017,27.262750000000064,28.820820224719114,29.255733333333303,23.729090909090907,24.056345238095204,25.399238938053127,27.380249999999975,29.839999999999947,31.426499999999997,34.119750000000025,33.89599999999994,35.42624999999996,36.97274999999993,36.84599999999993,35.72999999999996,34.45424999999999,33.67420512820505,31.378247863247793,31.437487179487178,30.633418803418845,29.470250000000078,30.324750000000027,30.963499999999957,30.901000000000042,31.97780000000005,31.930391304347797,33.008939130434726,34.17681111111105,34.295048387096735,38.976447761193995,39.130072916666684,39.318196581196574,39.73039316239321,38.529843478260794,40.95903478260871,40.53185217391309,41.88022608695657,43.72225000000011,40.75225000000002,42.77049999999988,40.76275000000004,40.75175,42.00197435897436,40.2575128205129,40.881632478632554,40.28155555555561,38.45249999999994,40.574749999999945,40.01400000000002,40.61325000000011,42.869000000000085,40.080999999999975,39.945119266055066,39.275987500000035,36.586941176470624,39.76868571428573,39.76731313131317,38.509614035087786,38.55503478260867,39.75462608695648,40.119773913043545,42.596547008546985,42.297749999999944,43.192749999999975,43.114000000000004,40.49825000000004,39.70325000000007,38.657486956521716,40.68627586206902,40.539525862068935,44.444025862068955,46.05898290598283,45.39049999999987,46.56300000000005,45.40674999999993,42.528000000000006,43.05049999999992,43.81075000000001,43.45413461538457,45.45363999999995,43.73926086956522,43.267168831168895,45.51188679245288,47.44495652173928,46.703499999999906,49.17249572649574,47.53436752136762,46.74685344827579,46.98610344827578,44.95979130434777,44.72022608695637,42.82172649572652,44.087811965812016,45.55491452991449,46.05510256410252,47.503000000000114,48.28699999999987,46.97650000000009,45.835750000000104,45.29399999999999,46.057000000000016,47.524500000000124,49.8237499999999,49.084749999999914,47.09443298969073,45.68513235294116,42.92363265306122,44.216810126582345,45.42868518518517,46.52406837606847,47.98051282051273,49.36954782608703,49.05472413793101,48.25247413793096,48.24197413793112,46.22354700854692,45.87125000000005,45.605500000000134,46.37975,48.17224999999994,48.52712173913028,47.72052830188689,46.901284615384675,45.77725742574252,45.094999999999935
700.0,34.761999999999986,33.42902352941176,32.20579999999994,29.565587719298176,26.938365217391244,27.256104347826017,27.93323684210526,27.972750000000012,31.48999999999995,27.158686956521702,26.32498245614034,27.95534210526318,27.394675438596487,29.64958407079649,29.909713043478252,28.782747826086933,27.73370434782617,30.66527350427353,31.38722608695645,35.132513043478184,32.90102608695652,31.615191304347775,31.60074999999997,29.554500000000008,31.383269662921354,31.889450000000007,25.92476363636365,26.04740476190478,27.53733628318587,29.489750000000004,32.12550000000004,33.867249999999984,36.656499999999994,36.482750000000046,38.14824999999995,39.95750000000003,39.89750000000002,38.636250000000025,37.055500000000045,36.08788034188035,33.60577777777775,33.633042735042665,32.89738461538455,31.67574999999998,32.60125000000002,33.43025000000006,33.40450000000009,34.65305217391308,34.62506086956529,35.826921739130555,37.12674444444451,37.22508064516129,40.573626865671635,40.77281250000005,41.01675213675218,41.648307692307625,40.43326956521743,43.13405217391314,42.716200000000015,44.104417391304274,46.17150000000001,42.89324999999999,45.0224999999999,42.76249999999997,42.63825000000003,44.04544444444444,42.07245299145296,42.74391452991447,42.089555555555606,39.89399999999993,42.15399999999997,41.39849999999995,41.90750000000007,44.25425000000004,41.063,40.8423394495413,39.99167500000001,37.06931372549022,41.229842857142884,41.31776767676775,39.98335087719304,40.0212173913043,41.33781739130423,41.61848695652174,44.16350427350433,43.81349999999997,44.82200000000003,44.73574999999999,41.919750000000015,40.94399999999997,39.71826086956515,41.76058620689658,41.48608620689657,45.76008620689663,47.42488888888886,46.72824999999999,48.06499999999999,46.73174999999992,43.59050000000012,44.29925,45.09824999999996,44.70937499999999,46.98002666666669,44.91852173913041,44.015818181818155,46.449679245283015,48.604634782608606,47.7727499999999,50.549649572649535,48.717444444444546,47.809017241379244,48.14026724137921,46.01553043478258,45.79336521739131,43.64329059829068,45.08783760683759,46.64640170940175,47.27523076923083,48.919999999999874,49.74974999999987,48.25149999999997,46.907249999999976,46.28849999999999,46.981000000000016,48.594499999999925,51.24900000000009,50.35025,48.22378350515456,46.68839705882348,43.1200204081633,44.50950632911395,45.898148148148096,47.181282051282096,48.759923076923116,50.31635652173909,49.8676034482758,48.880103448275975,48.81585344827596,46.498658119658124,46.16975000000005,45.830000000000055,46.751249999999985,48.779749999999865,49.001852173913036,48.094886792452776,47.11533076923068,45.81329702970289,45.150999999999954
800.0,39.94399999999997,38.54108235294112,37.31601739130427,34.5124298245614,31.80522608695656,31.9716608695653,32.700324561403505,32.634499999999946,36.541749999999944,32.17661739130428,31.32576315789474,33.25960526315795,32.27971052631583,34.514513274336345,34.53398260869569,33.09381739130431,31.705852173913076,34.62011111111109,35.24306956521733,39.214304347826065,36.920278260869566,35.84778260869567,35.88975000000004,33.66975000000001,35.78174157303364,36.059049999999964,30.600345454545426,30.33266666666662,31.846654867256593,33.42250000000004,36.04300000000005,37.819000000000024,40.450500000000005,40.45700000000003,42.22424999999993,44.281000000000006,44.41750000000002,43.071000000000005,41.150750000000016,40.129598290598295,37.62469230769231,37.6851709401709,37.20555555555559,35.89499999999996,36.73274999999998,37.732,37.68750000000001,39.16973913043481,39.22193913043477,40.42052173913036,41.83986666666672,41.78787096774192,43.74850746268662,44.0540625000001,44.35450427350428,45.30753846153852,44.101878260869555,46.75701739130437,46.34622608695652,47.528921739130425,49.82175000000008,46.40400000000014,48.50625000000008,46.15199999999999,45.89850000000006,47.497299145299216,45.33543589743584,45.95658119658115,45.316846153846186,42.81175000000005,45.137000000000036,44.25625000000009,44.55000000000001,46.85925000000008,43.44425,43.13577981651383,42.137737500000064,39.19949019607843,43.87021428571427,44.06055555555557,42.80203508771926,42.82687826086961,44.34824347826088,44.582008695652156,46.99622222222223,46.54175000000003,47.57425000000009,47.48799999999995,44.65099999999995,43.59450000000007,42.27051304347818,44.15233620689649,43.723586206896556,48.1503362068965,49.71688034188045,49.10075000000007,50.543,49.09125,45.81750000000002,46.74575000000002,47.62699999999995,47.21584615384621,49.76430666666669,47.33291304347828,45.88205194805184,48.35743396226411,50.785,49.90399999999997,52.88528205128215,50.933358974359116,49.87286206896556,50.27111206896564,48.176234782608795,47.988365217391376,45.56321367521355,47.133675213675154,48.6577863247862,49.48168376068378,51.31775000000008,52.22374999999994,50.583249999999964,49.06000000000001,48.41125000000001,48.96499999999993,50.71499999999997,53.6825,52.612500000000026,50.4406907216496,48.850676470588276,44.39363265306129,45.806050632911365,47.37767592592586,48.929709401709474,50.55420512820519,52.25693913043476,51.71333620689659,50.497586206896564,50.3795862068967,47.84418803418811,47.540499999999845,47.07399999999998,48.11725000000006,50.37549999999998,50.395408695652264,49.337987421383716,48.22505384615388,46.68778217821784,46.01800000000002
900.0,45.49549999999999,43.91875294117639,42.60873043478254,39.493368421052594,36.654078260869525,36.6129739130434,37.59343859649118,37.52499999999995,41.87149999999991,37.65188695652166,36.73035964912277,38.97073684210524,37.62707017543862,39.750796460177035,39.50205217391302,37.66345217391311,35.79206956521737,38.72916239316233,39.191443478260865,43.45822608695651,41.21740869565216,40.300504347826106,40.46875000000003,38.08699999999999,40.48274157303369,40.622299999999996,35.002072727272775,34.52941666666664,35.98572566371684,37.42600000000003,40.07024999999999,41.916249999999984,44.57200000000003,44.589750000000095,46.53425000000005,48.83749999999984,49.12225000000009,47.68150000000009,45.42899999999997,44.25977777777785,41.72488034188036,41.81262393162392,41.493376068376065,40.182750000000006,40.97150000000002,42.16249999999989,42.12024999999987,43.8241652173912,43.91242608695643,45.175817391304385,46.76674444444446,46.50650000000001,46.83008955223882,47.18984375000002,47.66263247863259,48.866752136752176,47.716591304347844,50.545982608695674,50.06105217391292,51.25131304347814,53.82750000000006,50.22600000000003,52.39599999999996,49.81425000000004,49.432999999999915,51.25241880341869,48.86896581196572,49.492341880341755,48.81964102564099,45.81474999999988,48.19299999999998,47.08799999999986,47.156999999999925,49.51125000000005,45.83474999999994,45.46956880733956,44.3456625,41.361313725490184,46.79391428571439,47.15600000000008,45.91573684210538,45.902156521739215,47.52691304347839,47.54910434782619,49.90787179487175,49.41975000000003,50.56749999999994,50.50799999999998,47.59699999999992,46.41549999999998,44.889321739130466,46.671913793103435,46.020163793103336,50.69266379310351,52.227085470085434,51.637249999999995,53.21600000000006,51.57375000000002,48.062249999999885,49.218999999999916,50.215999999999916,49.74856730769237,52.641826666666645,49.87852173913043,47.98780519480528,50.427688679245335,53.16843478260883,52.19849999999995,55.441769230769324,53.38004273504274,52.10232758620688,52.58932758620692,50.275017391304324,50.17339130434792,47.483076923076815,49.18019658119652,50.72859829059831,51.63900000000002,53.663750000000114,54.652250000000166,52.888249999999964,51.21249999999988,50.54674999999997,51.07675000000009,52.987249999999875,56.35549999999988,55.10825000000008,52.807917525773306,51.14464705882347,45.520632653061206,47.0845696202532,48.91168518518524,50.59178632478639,52.29634188034183,54.18349565217387,53.385439655172426,51.98618965517252,51.85593965517244,49.132982905982814,48.95949999999994,48.422250000000055,49.62424999999999,51.98875000000006,51.87107826086952,50.76071698113218,49.533284615384694,47.82351485148514,47.130999999999965
1000.0,50.53000000000001,48.944211764705905,47.564417391304296,44.35991228070186,41.40062608695657,41.093730434782586,42.27247368421057,42.02449999999991,46.676999999999936,42.57094782608706,41.66233333333336,44.20186842105262,42.58193859649121,44.660486725663674,44.180478260869585,42.129800000000095,39.96564347826088,42.8884700854701,43.22371304347837,47.6448260869566,45.41787826086945,44.67774782608696,44.8754999999999,42.42900000000006,45.037561797752794,45.047499999999985,39.39692727272733,38.73271428571431,40.242584070796475,41.44624999999994,44.16674999999991,46.02474999999997,48.48550000000003,48.53099999999987,50.50674999999997,52.94299999999992,53.496499999999926,52.11675000000003,49.61899999999994,48.42328205128212,45.85070940170936,45.884666666666625,45.77188888888888,44.436250000000015,45.11200000000006,46.48249999999995,46.301249999999904,48.171939130434716,48.34316521739141,49.56973913043489,51.37658888888889,50.98711290322579,50.149731343283605,50.55400000000003,51.06661538461535,52.50719658119657,51.29499130434789,54.12967826086969,53.60414782608697,54.649913043478264,57.36724999999995,53.61600000000004,55.82175000000016,53.10300000000005,52.7535000000001,54.763076923077044,52.24999145299151,52.88303418803425,52.13101709401715,48.82399999999999,51.20624999999991,50.02174999999999,49.93474999999998,52.33125000000003,48.47174999999987,48.03367889908256,46.81447500000003,43.74586274509805,49.50934285714282,50.101252525252484,48.91121929824558,48.93709565217387,50.69222608695654,50.509147826086995,52.798641025641075,52.25150000000008,53.46950000000013,53.4317500000001,50.48650000000001,49.226750000000095,47.57890434782607,49.190232758620624,48.410732758620604,53.10073275862054,54.60723931623926,54.1265,55.81624999999993,54.1847499999999,50.518499999999925,51.89175000000008,52.91724999999994,52.39481730769228,55.51824000000003,52.42421739130437,50.28281818181822,52.654028301886775,55.658165217391364,54.6242500000001,58.0313333333333,55.885829059828986,54.49755172413796,54.989301724137974,52.55122608695663,52.49272173913048,49.57219658119662,51.45100000000001,52.99940170940162,54.03522222222218,56.181500000000035,57.18425000000013,55.366750000000074,53.58000000000003,52.888749999999966,53.407750000000156,55.42150000000016,59.08174999999996,57.677499999999824,55.267525773195864,53.52647058823528,47.04171428571429,48.6941012658228,50.73535185185192,52.54482051282044,54.286059829059724,56.33581739130426,55.39874999999997,53.85624999999992,53.71725,50.81824786324793,50.72800000000016,50.05225000000006,51.349749999999936,53.766999999999996,53.48837391304348,52.32910691823883,51.01163846153834,49.18453465346532,48.41800000000002
1250.0,65.41749999999999,63.90830588235287,62.885617391304365,58.75851754385971,55.36826956521739,54.34545217391312,55.71339473684223,55.30399999999999,61.49400000000006,58.18798260869575,57.17499999999991,60.86715789473676,57.59371929824558,59.10815929203546,57.514695652173884,54.902678260869436,51.89600869565222,54.54056410256419,54.934347826087006,59.74960869565216,57.93572173913041,57.91983478260866,57.80999999999996,54.61149999999998,57.73420224719098,56.731866666666654,52.50898181818179,51.28063095238093,52.653991150442366,53.20675000000004,55.726500000000094,57.78650000000002,59.85325000000006,60.15425,62.35624999999999,65.15074999999992,66.54999999999998,64.83050000000013,61.296750000000046,60.19642735042729,57.108299145299156,57.445888888889,58.16171794871791,56.27425000000001,56.599749999999965,58.25849999999986,57.73949999999989,60.28353043478252,60.903626086956386,62.280999999999935,64.8082555555555,63.86720967741938,59.374253731343195,59.944510416666525,60.63314529914515,62.90902564102555,61.568869565217355,64.1491130434782,63.65384347826074,64.06211304347832,67.46550000000019,63.28249999999996,65.40174999999982,62.15750000000007,61.72024999999999,64.64795726495728,61.550162393162445,62.38942735042728,61.62129914529925,57.24999999999996,59.808999999999905,57.9704999999999,57.05774999999988,59.3612499999999,55.05799999999999,54.471844036697355,52.99278750000002,49.9715490196078,57.25249999999992,58.11297979797963,57.116798245613865,57.00032173913039,59.163469565217454,58.529252173913086,60.511264957264885,59.408750000000026,60.83275000000009,61.15425000000013,58.22100000000014,57.24700000000012,55.234721739130364,56.230206896551614,54.90745689655178,59.77270689655171,61.19832478632462,61.03974999999999,62.96125000000001,61.15925000000003,56.9760000000001,58.98250000000002,60.38774999999997,59.591375,63.554853333333355,59.410282608695695,55.932662337662364,58.08532075471711,62.08607826086959,60.705999999999854,64.86805982905979,62.49576068376066,60.47683620689637,61.42233620689646,58.76163478260869,58.942947826086844,55.312435897435954,57.46810256410259,58.76417948717954,60.35818803418809,62.95400000000008,64.20350000000018,62.04725000000015,59.78750000000013,58.98549999999997,59.390249999999966,61.84824999999993,66.34949999999989,64.45349999999995,61.668896907216485,59.80517647058822,50.15751020408169,52.076556962025265,54.69446296296293,57.11359829059829,59.14458974358967,61.65800869565206,60.326008620689656,58.13225862068959,57.91075862068962,54.48359829059825,54.54224999999985,53.539249999999875,55.23825000000005,58.18899999999992,57.430852173913074,56.21083647798745,54.5923769230768,52.18519801980186,51.55699999999991
1500.0,78.47650000000002,76.97378823529417,76.7343652173913,71.54040350877177,67.945052173913,66.3407217391305,67.49537719298255,67.64875000000004,75.13699999999989,73.66888695652163,72.62691228070177,76.67877192982456,71.4608070175438,71.86056637168151,69.20963478260872,66.61199130434784,62.96883478260864,65.0220256410255,65.61813043478254,70.6232782608696,70.05462608695652,70.48912173913035,69.88899999999997,65.78249999999989,68.90334831460665,67.04896666666657,64.5624545454546,63.38745238095234,64.40028318584064,64.7527500000001,66.49875000000006,68.69974999999994,70.07149999999992,70.46999999999991,72.60549999999994,75.44175000000013,77.86074999999998,75.57525000000001,71.17474999999983,70.42956410256411,66.62684615384615,67.73206837606818,69.51420512820508,66.99725000000007,66.88375000000008,68.43100000000003,67.58324999999985,70.35201739130426,71.61137391304342,73.11180869565204,76.25568888888884,74.70561290322581,66.90208955223883,67.58688541666665,68.44724786324794,71.202,70.01528695652162,71.81253043478266,71.71468695652189,71.65517391304348,75.43525000000004,71.38225000000001,72.91799999999986,69.11499999999992,68.61150000000013,72.44912820512819,68.91509401709402,70.01560683760675,69.40908547008553,64.32299999999992,67.09999999999992,64.48200000000007,62.72550000000008,64.40100000000007,60.17974999999987,59.458504587155986,57.86840000000008,55.57762745098035,63.85501428571428,64.78740404040391,63.98253508771932,63.60264347826081,65.91533043478249,64.71876521739121,66.31031623931626,64.33175000000016,65.99224999999997,66.90925000000004,64.34024999999991,64.32049999999975,61.909973913043316,62.07782758620694,60.2398275862069,64.79832758620681,66.19788888888883,66.60099999999994,68.40024999999991,66.66549999999994,62.23974999999981,64.54400000000003,66.42175000000016,65.12050961538468,69.65243999999998,64.82232608695658,60.24122077922081,61.61291509433968,66.5087130434782,64.74024999999999,69.54570085470083,67.33624786324795,64.47886206896557,66.19161206896538,63.22290434782598,63.72700000000003,59.8013247863247,61.77233333333328,62.50055555555556,64.66737606837614,67.37975000000007,68.67500000000007,66.29049999999995,63.69699999999978,63.03849999999991,63.72575000000006,66.59074999999994,71.52599999999985,69.10949999999985,66.02975257731957,64.28410294117643,51.50279591836735,53.52540506329119,56.36353703703714,59.00424786324781,61.32895726495714,64.1836,62.49559482758614,59.811094827586246,59.80234482758623,56.22212820512826,56.5937500000001,55.5555,57.5572499999999,61.01549999999997,59.93403478260873,58.77662893081747,56.9903692307691,54.02156435643562,53.80200000000004
1750.0,86.9469999999999,85.31481176470567,85.41242608695644,79.98511403508786,76.18764347826104,73.98011304347826,75.25464912280688,75.338,83.47250000000007,84.04233913043464,83.29808771929838,87.61171052631578,81.35686842105258,80.499557522124,77.24956521739136,74.9868086956523,70.73465217391306,72.25811111111115,72.59788695652176,77.48753913043473,78.21102608695642,79.07396521739132,78.2545000000001,74.03000000000016,76.98403370786525,74.999,73.15012727272716,72.20413095238084,73.20113274336273,73.06125000000003,74.28800000000005,76.13924999999992,76.14574999999985,76.35800000000005,78.11350000000012,80.98174999999998,84.60824999999976,82.60049999999987,77.82174999999985,77.41436752136747,73.32189743589744,74.73496581196567,77.47608547008544,74.92875000000004,74.32599999999985,76.0797499999999,74.76424999999992,77.36617391304338,79.11600869565225,80.04022608695657,83.67493333333326,81.60877419354831,72.08574626865675,72.85039583333341,73.71732478632492,76.67309401709406,75.51674782608701,76.42432173913055,76.71734782608698,76.32950434782596,80.08224999999993,76.39700000000005,77.44875000000013,73.38824999999994,73.19099999999996,77.45564957264949,73.77438461538448,74.82210256410254,74.13799999999995,68.87249999999995,71.58550000000004,68.93224999999983,66.7932499999999,68.01750000000006,64.22375,63.256926605504496,61.666974999999965,60.06570588235292,67.28182857142852,68.73012121212108,68.22381578947352,68.04845217391309,70.74545217391308,68.90836521739112,70.29652991452991,67.62874999999997,69.26675000000006,70.60274999999997,68.32275000000007,69.06400000000004,66.35836521739127,65.66031896551723,63.72481896551724,67.29181896551725,68.69505982905991,69.79574999999998,71.32124999999986,70.20300000000002,65.78425000000004,68.08550000000015,70.11500000000021,68.40314423076933,73.05209333333332,68.02884782608699,63.2317272727273,63.579528301886725,69.21771304347831,67.43250000000006,72.39501709401706,70.5885897435897,67.24560344827594,69.07335344827581,65.6645652173912,66.27028695652179,62.26120512820527,64.19875213675219,64.4404188034188,67.05388888888898,69.533,70.63100000000003,68.33900000000004,65.80049999999979,65.31749999999991,66.56249999999999,69.6535,74.53925000000001,71.82799999999999,68.52551546391746,66.84544117647063,52.054551020408205,54.103455696202495,57.07824999999992,59.65747008547012,62.04637606837611,65.14836521739132,63.332362068965445,60.44561206896547,60.744612068965516,57.26297435897439,57.95775000000003,56.81975000000011,58.888499999999915,62.39249999999988,61.09764347826093,59.98069811320739,58.226130769230565,54.98419801980189,54.74800000000004
2000.0,92.89200000000004,91.15677647058811,91.6068347826085,86.60440350877184,82.51542608695655,79.77833043478252,80.39143859649128,80.31649999999989,88.9390000000001,90.97669565217402,91.10140350877202,95.13494736842117,87.74020175438605,85.837884955752,82.0251739130435,80.48993913043465,75.90894782608693,77.0704957264957,77.30036521739122,82.12747826086957,83.98524347826084,84.8557478260869,83.90300000000003,79.68100000000005,82.26573033707868,80.99201666666666,79.72987272727269,78.81538095238098,80.75776991150444,79.765,80.66125000000007,82.04399999999997,79.63400000000004,79.75149999999987,80.57300000000016,83.6440000000002,89.02525,87.60574999999992,82.50425000000004,82.39657264957258,77.4521965811966,78.94780341880352,82.89403418803413,80.33524999999989,79.35274999999982,81.54849999999999,79.63600000000012,81.64993913043477,84.08341739130434,84.07005217391323,88.1984111111113,86.18891935483876,74.90195522388055,75.8187916666666,76.14935897435893,79.28011965811974,77.90154782608704,77.66021739130434,78.9541217391303,78.1607826086957,81.48150000000001,78.1054999999999,78.50049999999983,74.23675000000014,74.51025000000003,78.78337606837603,75.02304273504262,75.88585470085468,74.90431623931629,70.27174999999987,72.9512499999998,70.78375,68.89174999999989,69.58874999999993,66.16275000000006,64.57573394495415,62.7914125,61.55829411764698,66.8868714285714,68.98018181818189,68.71976315789479,69.3303304347826,72.83933043478271,70.58666086956542,72.140811965812,68.44174999999997,69.76225000000001,71.52225000000004,69.03475000000007,70.46074999999993,67.4725391304348,65.76501724137924,64.52051724137922,66.60151724137917,68.33950427350419,70.30975000000007,71.30499999999995,71.5309999999999,67.26049999999998,69.07474999999988,70.75824999999988,68.61763461538462,72.67517333333329,67.7938260869566,62.83110389610383,62.43957547169797,68.61010434782595,67.23974999999993,72.17806837606838,70.88050427350424,67.62103448275867,69.06678448275879,65.59673043478266,65.87437391304336,62.01918803418798,64.3032478632478,64.15329059829044,67.47961538461523,69.25299999999993,69.63750000000005,67.35549999999996,65.05999999999995,64.48974999999996,66.49875000000002,69.72499999999992,73.71199999999995,70.93024999999997,67.28849484536076,65.3580735294118,50.03604081632656,51.666278481012746,54.357027777777816,56.73054700854707,59.172743589743654,62.43875652173911,61.16684482758613,58.23234482758617,58.78659482758615,55.243367521367574,55.87775000000004,54.56699999999992,56.466499999999975,60.04849999999994,58.67374782608693,57.401289308176146,55.683438461538636,52.39594059405944,51.889999999999965
2250.0,96.523,94.86624705882365,95.32218260869563,91.06602631578946,87.11871304347818,83.91080869565232,84.53938596491219,84.31874999999987,92.41899999999993,95.8890956521741,96.59578070175446,100.19763157894744,92.80899122806994,90.15544247787619,86.11273913043493,84.94315652173903,80.1331913043478,80.81077777777762,80.62439130434778,84.99506956521749,87.68021739130435,88.71640000000002,87.93775000000002,84.32625000000012,86.64937078651697,85.82788333333346,84.24656363636367,83.5282738095239,85.8356283185842,84.36525000000019,84.97249999999988,85.86324999999998,81.92650000000023,81.88125000000002,82.01700000000011,84.8915000000001,91.04100000000007,90.27049999999991,85.35349999999976,85.43754700854691,80.71872649572653,82.07528205128207,86.660752136752,84.56425000000003,83.20300000000016,85.61000000000008,83.26550000000016,84.78757391304327,87.4767565217389,86.82766086956526,91.11482222222223,89.09106451612898,75.76426865671642,76.72269791666663,76.93161538461534,79.98132478632476,78.76927826086947,77.96913043478254,79.55908695652181,78.74860000000011,81.51524999999988,78.67324999999994,78.54849999999999,74.38625000000019,74.8422500000001,78.80937606837621,75.35341880341886,75.8947521367522,74.88396581196572,70.69549999999991,73.02074999999986,71.30749999999986,69.54599999999999,69.73900000000002,66.7412499999998,64.84633944954132,62.996987500000124,62.188960784313736,66.36819999999996,69.03116161616154,68.98856140350865,69.9104956521739,73.48682608695671,70.78806086956519,72.17080341880336,68.3590000000002,69.48874999999997,71.17474999999992,68.92400000000002,70.42999999999994,67.37199999999997,65.1467327586208,64.05573275862072,65.01423275862062,66.67474358974357,68.97975000000002,69.67224999999996,70.61649999999985,66.7132499999999,68.28799999999997,69.67450000000007,67.42225961538465,71.02802666666672,66.54250000000006,61.561051948052004,60.53126415094332,66.44559999999986,65.45674999999986,69.85364102564097,68.98289743589737,65.98900862068953,67.02400862068961,63.555321739130335,63.71267826086959,60.1836923076923,62.44817094017098,62.16882905982915,65.43690598290597,66.61774999999993,66.46475000000004,64.40824999999998,62.51524999999984,62.23875000000006,64.66575000000005,67.70724999999999,71.06725000000002,68.24050000000015,64.7453298969073,62.84724999999999,48.029306122449,49.03969620253168,51.449731481481585,53.17631623931623,55.18376068376055,58.30612173913042,57.05706034482756,54.506560344827534,55.17831034482769,52.135632478632424,53.01225000000004,51.763249999999914,53.37125,56.32549999999997,55.002991304347795,53.57671698113208,52.080923076923064,49.10136633663366,48.25
